pmid,title,abstract,include/exclude
15517894,High efficacy of docetaxel with and without androgen deprivation and estramustine in preclinical models of advanced prostate cancer.,"BACKGROUND: To assess the activity of docetaxel in combination with hormonal therapy in preclinical models of prostate cancer. MATERIALS AND METHODS: Since prostate cancer has a predilection for the bone, we assessed the antitumor activity of docetaxel in in vivo models of both bone metastasis and localized prostate cancer, using MDA PCa 2b and PC3 cells in SCID mice. RESULTS: Dramatic antitumor efficacy was observed regardless of whether the tumor cells were implanted in the prostate or in the bone. Antitumor activity was also evident in both osteolytic and osteoblastic lesions. Reasoning that docetaxel efficacy might be enhanced if it were to be used earlier in the course of the disease, we studied the sequence of docetaxel and androgen ablation (part of standard treatment for early-stage prostate cancer) in the MDA PCa 2b xenograft model. The activity was similar whether docetaxel and androgen ablation were used alone, simultaneously, or in sequence, indicating a lack of synergism or antagonism. Finally, we studied the combination of docetaxel and estramustine on androgen-sensitive and androgen-independent cell lines in vitro and in vivo. Estramustine did not increase the activity of docetaxel in these models. CONCLUSION: These results provide a strong preclinical rationale for the clinical development of docetaxel for the treatment of both locally advanced and disseminated prostate cancer.",include
20109999,Effectiveness and tolerability of colesevelam hydrochloride for bile-acid malabsorption in patients with cancer: a retrospective chart review and patient questionnaire.,"BACKGROUND: Commercially available bile-acid sequestrants are not well tolerated by >80% of patients. OBJECTIVE: The aim of the present study was to assess the effectiveness and tolerability of colesevelam hydrochloride in patients who developed bile-acid malabsorption after cancer therapy. METHODS: The present study comprised 2 parts: a retrospective chart review of the electronic patient records and a patient questionnaire assessing outcome measures. All patients included in this study had a diagnosis of cancer and were being followed up in a cancer clinic at The Royal Marsden Hospital. In addition, all had symptoms of bile-acid malabsorption for >3 months and had been prescribed colesevelam in the gastroenterology clinic at the hospital. The electronic records of patients who were prescribed colesevelam between 2004 and 2007 were obtained from the hospital pharmacy. Those patients who were prescribed colesevelam and did not take any of the prescribed medication or did not return for a follow-up clinical review were excluded. To help further assess outcomes, a questionnaire was mailed to patients who were still residing in the United Kingdom, were not terminally ill, and were not lost to follow-up. The questionnaire comprised questions that assessed medication history (ie, whether patients were still taking colesevelam or not [and the reason for not taking colesevelam]), dosage, effectiveness for symptom relief, and adverse events. RESULTS: In total, 45 patients (37 women and 8 men; median age, 58 years [range, 32-89 years]) who received treatment with colesevelam between 2004 and 2007 were included. Of these, 36 were sent a questionnaire and 30 responded. Identifiable causes of bile acid malabsorption in this sample population were pelvic radiotherapy (n = 29), small-bowel resection (12), upper gastrointestinal surgery (2), high-dose chemotherapy (1), and new-onset Crohn's disease (1). Of these patients, 67% (30/45) had not previously responded to cholestyramine treatment, but following treatment with colesevelam, this group had a recorded improvement in: diarrhea, 83% (25/30); urgency of defecation, 74% (20/27); frequency of defecation, 72% (21/29); steatorrhea, 71% (12/17); abdominal pain, 68% (15/22); and fecal incontinence, 62% (13/21). Based on the medical chart review and the patient questionnaire, after colesevelam treatment, the following proportions of all 45 patients studied experienced improvement in symptoms: loose stool (diarrhea), 88% (medical chart) and 80% (questionnaire); frequency of defecation, 77% and 83%, respectively; steatorrhea, 76% and 80%; urgency of defecation, 76% and 80%; abdominal pain, 74% and 58%; and fecal incontinence, 69% and 74%. During the study period, 15 patients discontinued colesevelam: ineffectiveness, 5; adverse events, 5 (because >or=1 of the following: bloating, constipation, heartburn, abdominal pain, flatulence, or perianal soreness); and other reasons, 7 (too many tablets or tablets difficult to swallow [3]; symptoms resolved [2]; colesevelam replaced with another medication [1]; and lost to follow-up [1]). Sixty-seven percent (30/45) of patients continued using colesevelam for up to 4 years. CONCLUSION: In view of the data found in this retrospective chart review and patient questionnaire, prospective, double-blind, placebo-controlled trials of colesevelam for bile acid malabsorption are warranted.",exclude
27344439,A post hoc analysis of dalteparin versus oral anticoagulant (VKA) therapy for the prevention of recurrent venous thromboembolism (rVTE) in patients with cancer and renal impairment.,"Venous thromboembolism (VTE) is a common and serious complication in patients with cancer; treatment guidelines recommend extended therapy of â‰¥6Â months with low-molecular-weight heparin (LMWH) for treatment and prevention of recurrent VTE (rVTE) in this population. This post hoc analysis used data from the CLOT study-a phase III, randomized, open-label, controlled study (NÂ =Â 676)-to compare the efficacy and safety of dalteparin, a LMWH, versus vitamin K antagonist (VKA) for prevention of rVTE in patients with cancer and renal impairment (creatinine clearance <60Â ml/min). Overall, 162/676 (24Â %) patients had renal impairment at baseline. Patients received subcutaneous dalteparin 200Â IU/kg once daily during month 1, followed by 150Â IU/kg once daily for months 2-6; or VKA once daily for 6Â months, with initial overlapping subcutaneous dalteparin 200Â IU/kg once daily for â‰¥5Â days until international normalized ratio was 2.0-3.0 for 2 consecutive days. Endpoints included the rates of rVTE (primary) and bleeding events. Overall, fewer dalteparin-treated patients (2/74 [2.7Â %]) experienced â‰¥1 adjudicated symptomatic rVTE compared with VKA-treated patients (15/88 [17.0Â %]; hazard ratioÂ =Â 0.15 [95Â % confidence interval 0.03-0.65]; pÂ =Â 0.01). Bleeding event rates for both treatments were similar (pÂ =Â 0.47). In summary, compared with VKA, dalteparin significantly reduced risk of rVTE in patients with cancer and renal impairment (pÂ =Â 0.01) while exhibiting a comparable safety profile. This analysis supports dosing patients with renal impairment in accordance with patients with normal renal function; however, anti-Xa monitoring could be considered to further support safety in selected patients, particularly those with very severe renal impairment.",exclude
28120698,Short-course daptomycin lock and systemic therapy for catheter-related bloodstream infections: a retrospective cohort study in cancer patients with surgically implanted devices.,"PURPOSE: Few in vivo studies have been reported describing efficacy and duration of antibiotic lock therapy (ALT) with daptomycin (DPT) for long-term catheter-related bloodstream infections (CRBSI) due to coagulase-negative staphylococci (CoNS). We retrospectively analysed the efficacy of short-course ALT with DPT in combination with systemic treatment (ST) for CoNS-associated CRBSI in our hospital. METHODS: Patients admitted for CoNS-associated CRBSI and treated with DPT as ALT and ST were retrospectively analysed. Success was defined as preservation of the catheter device 30 days after ending treatment. Catheter removal within 30 days of discontinuing treatment, for either microbiological documentation of CRBSI relapse or re-occurrence of unexplained fever, was considered as failure. RESULTS: Among 7610 patients admitted to the Departments of Internal Medicine/Infectious Diseases and Pneumology in Cannes from January 2013 to November 2015, we identified 28 episodes of CoNS-associated CRBSI. Seven patients died of cancer during follow-up. Thus, 21 episodes were analysed among 20 patients (median age 67 years, 12 males, all treated for neoplasia and carrying a port-a-cathÂ® device). Staphylococcus epidermidis was the main agent responsible for CRBSI. Median duration of systemic and ALT DPT was 3 days, in combination with rifampin for 4 days and then generally followed by a switch to oral drugs, most frequently cotrimoxazole or linezolid, to achieve 14 median days of treatment. Clinical success and failure rates were 76% and 24%, respectively. CONCLUSIONS: Short-course DPT as ALT, combined with 14 days of ST, allowed conservative management of CoNS-associated CRBSI in surgically implanted-catheters in three-fourth of cases.",exclude
17397698,"A phase III randomized, double-blind, placebo-controlled study evaluating dextromethorphan plus slow-release morphine for chronic cancer pain relief in terminally ill patients.","This multicenter trial examined the efficacy and safety of dextromethorphan (DM) as an enhancer of analgesia and modulator of opioid tolerance in cancer patients with pain. Eligible patients were randomized to slow-release morphine plus DM or slow-release morphine plus placebo. The initial DM dose was 60 mg four times daily for seven days, with an increase to 120 mg four times daily, if tolerated, for another seven days. During the study, patients recorded medications and scores for pain, nausea, drowsiness, and insomnia. Sixty-five patients were randomized. Although average pain scores (12.6 vs. 15.8), number of breakthrough doses (9 vs. 11.3), and change in total morphine consumption (550.9 mg vs. 597.1mg) were less in the DM group than placebo group, the differences were not statistically significant (P=0.31-0.33). Side-effect scores were not statistically significantly different. Dizziness was greater in the DM (58%) than placebo (36%) group. This study showed a statistically nonsignificant enhancement of analgesia or modulation of opioid tolerance in cancer patients with pain when DM was added to morphine. Participants receiving the DM also had more toxicity, particularly dizziness. This toxicity and the limited evidence of effect do not support the use of DM to enhance opioid analgesia or to modulate opioid tolerance in cancer patients.",exclude
8708713,"Double-blind, randomized comparison of the antiemetic efficacy of intravenous dolasetron mesylate and intravenous ondansetron in the prevention of acute cisplatin-induced emesis in patients with cancer. Dolasetron Comparative Chemotherapy-induced Emesis Prevention Group.","PURPOSE: To assess the comparative antiemetic efficacy of single-dose intravenous (IV) dolasetron mesylate and ondansetron in preventing cisplatin-induced nausea and vomiting. PATIENTS AND METHODS: Cancer patients (n = 609) receiving first-course cisplatin chemotherapy were randomized to one of three treatments: 1.8 or 2.4 mg/kg dolasetron mesylate salt (equivalent to 1.3 and 1.8 mg/kg dolasetron base, respectively) or 32 mg ondansetron. Each treatment was infused over 15 minutes, 30 minutes before cisplatin administration. Patients were stratified to cisplatin doses of > or = 70 and less than 91 mg/m2 (n = 368) or > or = 91 mg/m2 (n = 241), administered over < or = 3 hours. Protocol-defined efficacy criteria included complete response (zero emetic episodes and no rescue medication), major response (1 to 2 emetic episodes and no rescue medication), and patients' report of nausea severity and satisfaction recorded on a 100-mm visual analog scale (VAS). RESULTS: The three treatments met protocol-specified criteria for equivalence. Complete response rates for dolasetron mesylate 1.8 mg/kg, 2.4 mg/kg, and ondansetron, respectively, were 49.2%, 45.6%, and 50.4% for patients in the lower cisplatin stratum (mean, 74.7 mg/m2) and 36.8%, 31.3%, and 31.8% in the higher cisplatin stratum (mean, 100.6 mg/m2). No significant differences were observed in the extent of nausea with either dolasetron dose compared with ondansetron. Less nausea was noted with 1.8 mg/kg dolasetron compared with the 2.4 mg/kg dose (P = .044) All three antiemetic treatments were well tolerated. Asymptomatic electrocardiogram changes were recorded with both dolasetron and ondansetron. CONCLUSION: A single IV dose of dolasetron mesylate (1.8 or 2.4 mg/kg) has comparable safety and efficacy to a single 32-mg IV dose of ondansetron in patients receiving cisplatin chemotherapy.",exclude
28438551,Development of a buccal doxepin platform for pain in oral mucositis derived from head and neck cancer treatment.,"This study describes the development of semisolid formulations containing doxepin (DOX) for pain relief in oral mucositis, frequently related to chemotherapy and/or radiotherapy treatments in patients with head and neck cancer. Chemical permeation enhancers were evaluated and selected according to the results obtained from rheological studies, drug release, and drug permeation and retention through buccal mucosa. Finally, the selected formulation was compared in vivo, with a reference DOX mouthwash, whose clinical efficacy had been previously reported. The obtained findings showed that an orabaseÂ® platform loading transcutolÂ® (10%) and menthol (5%) for the buccal vehiculization of DOX exhibited a decreased elastic and viscous behavior improving its application. The main drug release mechanism could be considered as diffusion according to Higuchi model. Obtained DOX permeation rates were considered optimal for an analgesic effect and far below to an antidepressant activity. Similar in vivo plasma concentrations were found for the semisolid formulation and the reference mouthwash. However, DOX amounts retained in the mucosa of animals for the semisolid formulation were higher than the reference, which let us hypostatize even stronger potential local therapeutic effect with additional advantages such as, mucoadhesive properties, absence of alcohol, some degree of freshness, as well as, drug palatability improvement.",exclude
19108790,"Comparison of propofol, droperidol, and metoclopramide for prophylaxis of postoperative nausea and vomiting after breast cancer surgery: a prospective, randomized, double-blind, placebo-controlled study in Japanese patients.","BACKGROUND: Breast cancer surgery performed with the patient under general anesthesia has been associated with a relatively high incidence of postoperative nausea and vomiting (PONV). Between 60% and 80% of patients who undergo mastectomy (with axillary dissection) experience PONV. We previously reported that propofol at a subhypnotic dose of 0.5 mg/kg was more effective than placebo in preventing PONV in women who undergo mastectomy. OBJECTIVE: The purpose of this study was to compare the efficacy of a subhypnotic dose of propofol with the conventional antiemetics droperidol and metoclopramide for the prophylaxis of PONV after breast cancer surgery in Japanese patients. METHODS: In this prospective, randomized, double-blind, placebo-controlled study, Japanese women were randomized to 1 of 4 groups to receive IV administration of propofol 0.5 mg/kg, droperidol 20 microg/kg, metoclopramide 0.2 mg/kg, or placebo (isotonic saline) immediately after skin suture. A standard general anesthetic technique, including sevoflurane and air in oxygen, was used. All episodes of PONV during the first 24 hours after anesthesia administration were recorded by an investigator who was blinded to treatment assignment. The investigator questioned the patients as to whether they experienced extrapyramidal symptoms. To maintain the integrity of the study results, none of the patients received preanesthetic medication. RESULTS: A total of 100 women (mean [SD] age, 52 [7] years; height, 154 [6] cm; weight, 54 [7] kg) were included in the study. Each study group comprised 25 patients. There were no significant differences between treatment groups with regard to patient demographics, surgery type, or awakening time. The prevalences of PONV 0 to 24 hours after anesthesia were 28% with propofol (P = 0.005), 32% with droperidol (P = 0.011), and 60% with metoclopramide (P = NS), compared with placebo (68%). No significant difference in the prevalence of PONV was found between patients receiving propofol and those receiving droperidol, and propofol and droperidol were associated with significantly lower prevalences of PONV compared with metoclopramide (P = 0.022 and P = 0.043, respectively). Extrapyramidal symptoms were not reported in any of the groups. CONCLUSIONS: The prevalences of PONV were not significantly different between propofol 0.5 mg/kg and droperidol 20 microg/kg 0 to 24 hours after anesthesia in this small, select group of Japanese women who underwent breast cancer surgery. The prevalences of PONV were significantly lower with propofol and droperidol compared with metoclopramide 0.2 mg/kg and placebo.",exclude
28184263,A low dose of droperidol decreases the desflurane concentration needed during breast cancer surgery: a randomized double-blinded study.,"BACKGROUND: Droperidol (DHB) reportedly reduces the dose of propofol needed to achieve hypnosis when anesthesia is induced and decreases the bispectral index (BIS) in propofol-sedated patients during spinal anesthesia. We reported previously that supplemental DHB decreased the BIS after the administration of sevoflurane and remifentanil. This study investigated the effect of DHB on desflurane (DES) consumption in a clinical setting. METHODS: We conducted a prospective, randomized double-blinded study of 35 women with American Society of Anesthesiologist physical status I or II who underwent a mastectomy. Either DHB (20 Âµg/kg) or a saline placebo was administered to patients 30 min after the induction of anesthesia. A blinded anesthesiologist maintained a BIS value of 50 during anesthesia by modulating inhaled DES concentrations that changed 0.5% at 2.5 min intervals and maintained analgesia via the constant administration of remifentanil by referring to vital signs. The primary endpoint was the effect of DHB on DES consumption. The secondary endpoints included blood circulatory parameters, the time from the end of surgery to extubation, and discharge time between the groups. RESULTS: The characteristics of the patients did not differ between the groups. The DHB group used a mean of 27.2 Â± 6.0 ml of DES compared with 41.4 Â± 9.5 ml by the placebo group (P < 0.05). CONCLUSIONS: A small dose of DHB reduced the DES concentration needed to maintain a BIS of 50. Our results show that DHB reduced the consumption of DES without adverse effects.",exclude
27476789,"Edoxaban for venous thromboembolism in patients with cancer: results from a non-inferiority subgroup analysis of the Hokusai-VTE randomised, double-blind, double-dummy trial.","BACKGROUND: Venous thromboembolism occurs commonly in patients with cancer. Direct oral anticoagulants are non-inferior to conventional anticoagulants for the treatment of venous thromboembolism. We hypothesised that edoxaban, a direct oral inhibitor of activated clotting factor Xa, might be more suitable than conventional anticoagulants in the management of cancer-associated venous thromboembolism. The aim of this study was to assess the efficacy and safety of edoxaban compared with warfarin in a subgroup of patients with cancer enrolled in the Hokusai-VTE trial. METHODS: We did a prespecified subgroup analysis in August, 2013, and a post-hoc analysis of non-inferiority and safety in March, 2016, of the patients with cancer enrolled in the randomised, double-blind, double-dummy, multicentre, Hokusai-VTE trial done between Jan 28, 2010, and Oct 31, 2012. In this study, patients aged at least 18 years with acute symptomatic deep-vein thrombosis or acute symptomatic pulmonary embolism (with or without deep-vein thrombosis) were assigned to receive edoxaban 60 mg once per day (or 30 mg once per day for patients with a creatinine clearance of 30-50 mL/min, bodyweight <60 kg, or who were receiving concomitant treatment with the P-glycoprotein inhibitors quinidine or verapamil) or warfarin (dose adjusted to maintain the international normalised ratio between 2Â·0 and 3Â·0) or placebos for either group for at least 3 months up to 12 months. All patients received initial therapy with open-label enoxaparin or unfractionated heparin for at least 5 days. Edoxoban (or placebo) was started after discontinuation of initial heparin; warfarin (or placebo) started concurrently with the study regimen of heparin. In our analysis we examined data for a subgroup of these patients who had a history of cancer or who had been categorised as having active cancer by the study physician at the time of enrolment. Additionally, all patients with a history of cancer were reviewed post hoc and categorised according to the presence or absence of active cancer. The primary efficacy outcome was the proportion of these patients with symptomatic recurrent venous thromboembolism during the 12-month study period, analysed in the modified intention-to-treat population, with an upper limit of the CI for the hazard ratio (HR) of 1Â·5. The principal safety outcome was the proportion of patients who had clinically relevant bleeding in the population of patients who received at least one dose of the study drug. This study is registered with ClinicalTrials.gov, number NCT00986154. FINDINGS: Of 771 patients with cancer enrolled in the trial, 378 were assigned to edoxaban and 393 to warfarin. Recurrent venous thromboembolism occurred in 14 (4%) of 378 patients given edoxaban and in 28 (7%) of 393 patients given warfarin (hazard ratio [HR] 0Â·53, 95% CI 0Â·28-1Â·00; p=0Â·0007). The upper limit of this 95% CI did not exceed the non-inferiority margin of 1Â·5 that was prespecified for the trial. Clinically relevant bleeding (major or non-major) occurred in 47 (12%) of 378 patients who received edoxaban and in 74 (19%) of 393 patients who received warfarin; HR for clinically relevant bleeding 0Â·64, 95% CI 0Â·45-0Â·92; p=0Â·017. Major bleeding occurred in ten (3%) of 378 patients with a history of cancer who received edoxaban and in 13 (3%) of 393 who received warfarin (HR 0Â·80, 95% CI 0Â·35-1Â·83). INTERPRETATION: Edoxaban might be as effective as warfarin for the treatment of patients with cancer with venous thromboembolism, and with less clinically relevant bleeding. Additional clinical trials of edoxaban versus low-molecular-weight heparin for the treatment of venous thromboembolism in patients with cancer are warranted. FUNDING: Daiichi Sankyo.",exclude
25550798,Effect of celecoxib combined with chemotherapy drug on malignant biological behaviors of gastric cancer.,"Celecoxib, a selective cyclooxygenase-2 (COX-2) inhibitor, has been reported to have antitumor effects. In some tumor models, the combination of celecoxib with chemotherapy agents has shown synergistic antitumor effect; however, the effect of celecoxib combination with tegafur/gimeracil/oteracil potassium on the malignant biological behaviors of gastric cancer in nude mice is unclear. In this study, female nude mice were subcutaneously transplanted with SGC-7901 gastric cancer cells. When the tumor model formed, the mice were divided into control group, celecoxib group, tegafur/gimeracil/oteracil potassium group, and the combination of both drug regimens group. Mice were treated for 3 weeks. Following treatment, the proliferating index was calculated, apoptosis related proteins, COX-2, vascular endothelial growth factor-C (VEGF-C) and lymphatic vessel density were quantified in tumor tissues by immunohistochemistry. Apoptosis was evaluated by TUNEL staining. The results revealed that celecoxib and tegafur/gimeracil/oteracil potassium alone significantly inhibited tumor growth. The combination of these two drugs showed a synergistic antitumor effect. Both celecoxib and tegafur/gimeracil/oteracil potassium alone inhibited proliferation and promoted apoptosis. The combination of these two drugs further enhanced this anticancer effect. Both celecoxib and the combination treatment inhibited lymphangiogenesis and the expression of COX-2 and VEGF-C. However, tegafur/gimeracil/oteracil potassium treatment had no obvious effect on lymphangiogenesis. These results suggested that the combination of celecoxib and tegafur/gimeracil/oteracil potassium produced a synergistic antitumor effect, possibly by inhibiting the proliferation of tumor cells and promoting apoptosis. Celecoxib and celecoxib in combination with tegafur/gimeracil/oteracil potassium possibly by reducing the expression of COX-2, in turn down-regulating the expression of VEGF-C, resulted in the inhibition of lymphangiogenesis.",include
20621900,Extended-duration venous thromboembolism prophylaxis in acutely ill medical patients with recently reduced mobility: a randomized trial.,"BACKGROUND: Extended-duration low-molecular-weight heparin has been shown to prevent venous thromboembolism (VTE) in high-risk surgical patients. OBJECTIVE: To evaluate the efficacy and safety of extended-duration enoxaparin thromboprophylaxis in acutely ill medical patients. DESIGN: Randomized, parallel, placebo-controlled trial. Randomization was computer-generated. Allocation was centralized. Patients, caregivers, and outcome assessors were blinded to group assignment. (ClinicalTrials.gov registration number: NCT00077753) SETTING: 370 sites in 20 countries across North and South America, Europe, and Asia. PATIENTS: Acutely ill medical patients 40 years or older with recently reduced mobility (bed rest or sedentary without [level 1] or with [level 2] bathroom privileges). Eligibility criteria for patients with level 2 immobility were amended to include only those who had additional VTE risk factors (age >75 years, history of VTE, or active or previous cancer) after interim analyses suggested lower-than-expected VTE rates. INTERVENTION: Enoxaparin, 40 mg/d subcutaneously (2975 patients), or placebo (2988 patients), for 28 +/- 4 days after receiving open-label enoxaparin for an initial 10 +/- 4 days. MEASUREMENTS: Incidence of VTE up to day 28 and of major bleeding events up to 48 hours after the last study treatment dose. RESULTS: Extended-duration enoxaparin reduced VTE incidence compared with placebo (2.5% vs. 4%; absolute risk difference favoring enoxaparin, -1.53% [95.8% CI, -2.54% to -0.52%]). Enoxaparin increased major bleeding events (0.8% vs. 0.3%; absolute risk difference favoring placebo, 0.51% [95% CI, 0.12% to 0.89%]). The benefits of extended-duration enoxaparin seemed to be restricted to women, patients older than 75 years, and those with level 1 immobility. LIMITATION: Estimates of efficacy and safety for the overall trial population are difficult to interpret because of the change in eligibility criteria during the trial. CONCLUSION: Use of extended-duration enoxaparin reduces VTE more than it increases major bleeding events in acutely ill medical patients with level 1 immobility, those older than 75 years, and women. PRIMARY FUNDING SOURCE: Sanofi-aventis.",exclude
